realm,rating,cls,spec,play,win,lose
bonechewer,1107,hunter,beastmastery,22,12,10
stormrage,1107,hunter,beastmastery,23,12,11
stormreaver,1102,hunter,beastmastery,55,29,26
frostmourne,1102,hunter,beastmastery,27,12,15
aerie-peak,1085,hunter,beastmastery,27,12,15
tichondrius,1056,hunter,beastmastery,18,11,7
frostmane,1056,hunter,beastmastery,18,11,7
nemesis,1055,hunter,beastmastery,18,11,7
ragnaros,1055,hunter,beastmastery,18,11,7
tichondrius,1055,hunter,beastmastery,24,11,13
emerald-dream,1054,hunter,beastmastery,18,11,7
illidan,1054,hunter,beastmastery,18,11,7
agamaggan,1053,hunter,beastmastery,18,11,7
nathrezim,1051,hunter,beastmastery,24,11,13
kiljaeden,1051,hunter,beastmastery,24,11,13
shuhalo,1051,hunter,beastmastery,25,11,14
ragnaros,1050,hunter,beastmastery,18,11,7
silver-hand,1048,hunter,beastmastery,27,16,11
malganis,1047,hunter,beastmastery,12,11,1
korgath,1047,hunter,beastmastery,24,11,13
frostmourne,1046,hunter,beastmastery,24,11,13
korgath,1045,hunter,beastmastery,18,11,7
khadgar,1043,hunter,beastmastery,18,11,7
illidan,1020,hunter,beastmastery,18,11,7
baelgun,1009,hunter,beastmastery,45,18,27
korgath,1008,hunter,beastmastery,15,12,3
emerald-dream,961,hunter,beastmastery,66,31,35
tichondrius,960,hunter,beastmastery,18,10,8
ursin,960,hunter,beastmastery,18,10,8
tichondrius,959,hunter,beastmastery,18,10,8
moon-guard,959,hunter,beastmastery,24,10,14
wildhammer,958,hunter,beastmastery,18,10,8
maelstrom,958,hunter,beastmastery,23,10,13
barthilas,956,hunter,beastmastery,24,10,14
stormrage,955,hunter,beastmastery,18,10,8
illidan,952,hunter,beastmastery,18,10,8
area-52,946,hunter,beastmastery,36,10,26
winterhoof,942,hunter,beastmastery,20,10,10
warsong,939,hunter,beastmastery,23,10,13
stormrage,927,hunter,beastmastery,20,11,9
tichondrius,907,hunter,beastmastery,21,10,11
tichondrius,904,hunter,beastmastery,23,10,13
kelthuzad,888,hunter,beastmastery,17,10,7
sargeras,864,hunter,beastmastery,12,9,3
illidan,864,hunter,beastmastery,12,9,3
dawnbringer,864,hunter,beastmastery,12,9,3
azralon,864,hunter,beastmastery,12,9,3
illidan,864,hunter,beastmastery,12,9,3
sargeras,864,hunter,beastmastery,18,9,9
tichondrius,864,hunter,beastmastery,18,9,9
sargeras,864,hunter,beastmastery,18,9,9
tichondrius,864,hunter,beastmastery,18,9,9
lightnings-blade,864,hunter,beastmastery,30,9,21
moon-guard,863,hunter,beastmastery,12,9,3
moon-guard,863,hunter,beastmastery,18,9,9
quelthalas,863,hunter,beastmastery,18,9,9
zuljin,863,hunter,beastmastery,30,9,21
wyrmrest-accord,862,hunter,beastmastery,12,9,3
tichondrius,862,hunter,beastmastery,12,9,3
barthilas,862,hunter,beastmastery,12,9,3
tichondrius,862,hunter,beastmastery,18,9,9
drakkari,862,hunter,beastmastery,24,9,15
dalaran,861,hunter,beastmastery,24,9,15
malganis,860,hunter,beastmastery,12,9,3
tichondrius,859,hunter,beastmastery,18,9,9
dentarg,858,hunter,beastmastery,12,9,3
bleeding-hollow,856,hunter,beastmastery,12,9,3
kiljaeden,855,hunter,beastmastery,24,9,15
daggerspine,855,hunter,beastmastery,24,9,15
malganis,854,hunter,beastmastery,24,9,15
kiljaeden,846,hunter,beastmastery,19,10,9
emerald-dream,844,hunter,beastmastery,12,9,3
area-52,831,hunter,beastmastery,17,9,8
darkspear,830,hunter,beastmastery,13,10,3
draktharon,822,hunter,beastmastery,17,9,8
area-52,814,hunter,beastmastery,17,9,8
illidan,768,hunter,beastmastery,12,8,4
illidan,768,hunter,beastmastery,12,8,4
illidan,768,hunter,beastmastery,12,8,4
tichondrius,768,hunter,beastmastery,12,8,4
ragnaros,768,hunter,beastmastery,12,8,4
ragnaros,768,hunter,beastmastery,12,8,4
azralon,768,hunter,beastmastery,12,8,4
tichondrius,768,hunter,beastmastery,18,8,10
illidan,768,hunter,beastmastery,18,8,10
malganis,768,hunter,beastmastery,18,8,10
tichondrius,768,hunter,beastmastery,18,8,10
zuljin,768,hunter,beastmastery,18,8,10
tichondrius,767,hunter,beastmastery,12,8,4
darkspear,767,hunter,beastmastery,15,9,6
illidan,767,hunter,beastmastery,18,8,10
sargeras,767,hunter,beastmastery,18,8,10
area-52,766,hunter,beastmastery,18,8,10
illidan,764,hunter,beastmastery,18,8,10
shuhalo,759,hunter,beastmastery,30,8,22
norgannon,714,hunter,beastmastery,14,9,5
nordrassil,703,hunter,beastmastery,14,8,6
azgalor,702,hunter,beastmastery,21,8,13
kelthuzad,686,hunter,beastmastery,16,8,8
tichondrius,672,hunter,beastmastery,10,8,2
malganis,672,hunter,beastmastery,12,7,5
sargeras,672,hunter,beastmastery,12,7,5
tichondrius,672,hunter,beastmastery,12,7,5
tichondrius,672,hunter,beastmastery,12,7,5
illidan,672,hunter,beastmastery,12,7,5
area-52,672,hunter,beastmastery,12,7,5
area-52,672,hunter,beastmastery,12,7,5
tichondrius,672,hunter,beastmastery,12,7,5
arthas,672,hunter,beastmastery,12,7,5
malganis,672,hunter,beastmastery,12,7,5
tichondrius,672,hunter,beastmastery,12,7,5
malganis,672,hunter,beastmastery,15,8,7
malganis,672,hunter,beastmastery,18,7,11
quelthalas,672,hunter,beastmastery,18,7,11
tichondrius,672,hunter,beastmastery,18,7,11
illidan,672,hunter,beastmastery,18,7,11
emerald-dream,671,hunter,beastmastery,12,7,5
stormrage,671,hunter,beastmastery,12,7,5
bleeding-hollow,671,hunter,beastmastery,12,7,5
borean-tundra,671,hunter,beastmastery,12,7,5
tichondrius,671,hunter,beastmastery,18,7,11
khadgar,671,hunter,beastmastery,18,7,11
frostmourne,671,hunter,beastmastery,18,7,11
thrall,671,hunter,beastmastery,18,7,11
illidan,671,hunter,beastmastery,18,7,11
frostmourne,670,hunter,beastmastery,18,7,11
hellscream,670,hunter,beastmastery,18,7,11
tichondrius,670,hunter,beastmastery,20,7,13
azralon,669,hunter,beastmastery,18,7,11
illidan,666,hunter,beastmastery,18,7,11
burning-blade,659,hunter,beastmastery,12,7,5
illidan,623,hunter,beastmastery,17,7,10
tichondrius,613,hunter,beastmastery,23,7,16
illidan,608,hunter,beastmastery,16,7,9
cenarius,604,hunter,beastmastery,14,7,7
proudmoore,576,hunter,beastmastery,6,6,0
area-52,576,hunter,beastmastery,6,6,0
illidan,576,hunter,beastmastery,6,6,0
frostmourne,576,hunter,beastmastery,6,6,0
aerie-peak,576,hunter,beastmastery,6,6,0
icecrown,576,hunter,beastmastery,6,6,0
frostmourne,576,hunter,beastmastery,12,6,6
malygos,576,hunter,beastmastery,12,6,6
tichondrius,576,hunter,beastmastery,12,6,6
tichondrius,576,hunter,beastmastery,12,6,6
stormrage,576,hunter,beastmastery,12,6,6
tichondrius,576,hunter,beastmastery,12,6,6
zuljin,576,hunter,beastmastery,12,6,6
terokkar,576,hunter,beastmastery,12,6,6
dalaran,576,hunter,beastmastery,12,6,6
quelthalas,576,hunter,beastmastery,12,6,6
lightbringer,576,hunter,beastmastery,12,6,6
gorefiend,576,hunter,beastmastery,12,6,6
vashj,576,hunter,beastmastery,12,6,6
frostmourne,576,hunter,beastmastery,12,6,6
kelthuzad,576,hunter,beastmastery,12,6,6
kalecgos,576,hunter,beastmastery,12,6,6
azralon,576,hunter,beastmastery,12,6,6
boulderfist,576,hunter,beastmastery,12,6,6
sargeras,576,hunter,beastmastery,12,6,6
kelthuzad,576,hunter,beastmastery,12,6,6
tichondrius,576,hunter,beastmastery,12,6,6
tortheldrin,576,hunter,beastmastery,12,6,6
ragnaros,576,hunter,beastmastery,16,7,9
tichondrius,576,hunter,beastmastery,18,6,12
bleeding-hollow,576,hunter,beastmastery,18,6,12
darkspear,575,hunter,beastmastery,6,6,0
queldorei,575,hunter,beastmastery,12,6,6
cenarion-circle,575,hunter,beastmastery,12,6,6
stormrage,575,hunter,beastmastery,12,6,6
area-52,575,hunter,beastmastery,12,6,6
aegwynn,574,hunter,beastmastery,12,6,6
skullcrusher,573,hunter,beastmastery,18,6,12
tichondrius,572,hunter,beastmastery,12,6,6
area-52,569,hunter,beastmastery,15,7,8
tichondrius,544,hunter,beastmastery,22,6,16
illidan,525,hunter,beastmastery,17,6,11
tichondrius,521,hunter,beastmastery,15,7,8
area-52,512,hunter,beastmastery,10,6,4
frostmourne,480,hunter,beastmastery,6,5,1
darkspear,480,hunter,beastmastery,6,5,1
sargeras,480,hunter,beastmastery,6,5,1
sargeras,480,hunter,beastmastery,6,5,1
quelthalas,480,hunter,beastmastery,6,5,1
area-52,480,hunter,beastmastery,6,5,1
bleeding-hollow,480,hunter,beastmastery,6,5,1
frostmourne,480,hunter,beastmastery,6,5,1
baelgun,480,hunter,beastmastery,6,5,1
area-52,480,hunter,beastmastery,6,5,1
area-52,480,hunter,beastmastery,6,5,1
moon-guard,480,hunter,beastmastery,6,5,1
tichondrius,480,hunter,beastmastery,6,5,1
area-52,480,hunter,beastmastery,6,5,1
azralon,480,hunter,beastmastery,6,5,1
tichondrius,480,hunter,beastmastery,6,5,1
sargeras,480,hunter,beastmastery,6,5,1
sargeras,480,hunter,beastmastery,6,5,1
illidan,480,hunter,beastmastery,6,5,1
sargeras,480,hunter,beastmastery,6,5,1
tortheldrin,480,hunter,beastmastery,6,5,1
kiljaeden,480,hunter,beastmastery,6,5,1
frostmourne,480,hunter,beastmastery,6,5,1
azralon,480,hunter,beastmastery,12,5,7
darkspear,480,hunter,beastmastery,12,5,7
sargeras,480,hunter,beastmastery,12,5,7
malorne,480,hunter,beastmastery,12,5,7
tichondrius,480,hunter,beastmastery,12,5,7
alexstrasza,480,hunter,beastmastery,12,5,7
tichondrius,480,hunter,beastmastery,12,5,7
drenden,480,hunter,beastmastery,12,5,7
tichondrius,480,hunter,beastmastery,12,5,7
frostmane,480,hunter,beastmastery,12,5,7
wyrmrest-accord,480,hunter,beastmastery,12,5,7
tichondrius,480,hunter,beastmastery,12,5,7
kelthuzad,480,hunter,beastmastery,12,5,7
destromath,480,hunter,beastmastery,12,5,7
tichondrius,480,hunter,beastmastery,12,5,7
tichondrius,480,hunter,beastmastery,12,5,7
ragnaros,480,hunter,beastmastery,12,5,7
quelthalas,480,hunter,beastmastery,12,5,7
arygos,480,hunter,beastmastery,12,5,7
bleeding-hollow,480,hunter,beastmastery,12,5,7
tichondrius,480,hunter,beastmastery,12,5,7
moon-guard,480,hunter,beastmastery,12,5,7
nerzhul,480,hunter,beastmastery,18,5,13
sargeras,480,hunter,beastmastery,18,5,13
bleeding-hollow,480,hunter,beastmastery,18,5,13
ragnaros,479,hunter,beastmastery,6,5,1
darkspear,479,hunter,beastmastery,6,5,1
malganis,479,hunter,beastmastery,6,5,1
area-52,479,hunter,beastmastery,6,5,1
barthilas,479,hunter,beastmastery,12,5,7
quelthalas,479,hunter,beastmastery,12,5,7
nerzhul,479,hunter,beastmastery,12,5,7
stormrage,479,hunter,beastmastery,12,5,7
auchindoun,478,hunter,beastmastery,18,6,12
tichondrius,448,hunter,beastmastery,10,5,5
korgath,447,hunter,beastmastery,11,5,6
korialstrasz,447,hunter,beastmastery,19,6,13
ragnaros,431,hunter,beastmastery,11,5,6
hyjal,429,hunter,beastmastery,9,6,3
proudmoore,426,hunter,beastmastery,17,6,11
fizzcrank,415,hunter,beastmastery,11,5,6
tichondrius,399,hunter,beastmastery,5,5,0
dalaran,397,hunter,beastmastery,7,5,2
kelthuzad,384,hunter,beastmastery,6,4,2
tichondrius,384,hunter,beastmastery,6,4,2
sargeras,384,hunter,beastmastery,6,4,2
blackrock,384,hunter,beastmastery,6,4,2
azjolnerub,384,hunter,beastmastery,6,4,2
area-52,384,hunter,beastmastery,6,4,2
tichondrius,384,hunter,beastmastery,6,4,2
tichondrius,384,hunter,beastmastery,6,4,2
bonechewer,384,hunter,beastmastery,6,4,2
illidan,384,hunter,beastmastery,6,4,2
illidan,384,hunter,beastmastery,6,4,2
dalaran,384,hunter,beastmastery,6,4,2
hyjal,384,hunter,beastmastery,6,4,2
tichondrius,384,hunter,beastmastery,6,4,2
tichondrius,384,hunter,beastmastery,6,4,2
moon-guard,384,hunter,beastmastery,6,4,2
frostmourne,384,hunter,beastmastery,6,4,2
sargeras,384,hunter,beastmastery,6,4,2
tichondrius,384,hunter,beastmastery,6,4,2
area-52,384,hunter,beastmastery,6,4,2
illidan,384,hunter,beastmastery,6,4,2
frostmourne,384,hunter,beastmastery,6,4,2
blades-edge,384,hunter,beastmastery,6,4,2
azralon,384,hunter,beastmastery,6,4,2
stormrage,384,hunter,beastmastery,6,4,2
ysera,384,hunter,beastmastery,6,4,2
zuljin,384,hunter,beastmastery,6,4,2
moon-guard,384,hunter,beastmastery,6,4,2
stormrage,384,hunter,beastmastery,6,4,2
stormrage,384,hunter,beastmastery,6,4,2
frostwolf,384,hunter,beastmastery,6,4,2
stormrage,384,hunter,beastmastery,6,4,2
tichondrius,384,hunter,beastmastery,9,5,4
moon-guard,384,hunter,beastmastery,11,5,6
quelthalas,384,hunter,beastmastery,10,4,6
kelthuzad,384,hunter,beastmastery,12,4,8
frostmourne,384,hunter,beastmastery,12,4,8
stormrage,384,hunter,beastmastery,12,4,8
area-52,384,hunter,beastmastery,12,4,8
malganis,384,hunter,beastmastery,12,4,8
proudmoore,384,hunter,beastmastery,12,4,8
tichondrius,384,hunter,beastmastery,12,4,8
azralon,384,hunter,beastmastery,12,4,8
nagrand,384,hunter,beastmastery,12,4,8
proudmoore,384,hunter,beastmastery,12,4,8
kiljaeden,384,hunter,beastmastery,12,4,8
lothar,384,hunter,beastmastery,12,4,8
frostmourne,384,hunter,beastmastery,12,4,8
akama,384,hunter,beastmastery,12,4,8
tichondrius,384,hunter,beastmastery,12,4,8
alexstrasza,384,hunter,beastmastery,12,4,8
ragnaros,384,hunter,beastmastery,12,4,8
illidan,384,hunter,beastmastery,12,4,8
frostmourne,384,hunter,beastmastery,12,4,8
tichondrius,384,hunter,beastmastery,15,4,11
tichondrius,384,hunter,beastmastery,18,4,14
bonechewer,383,hunter,beastmastery,6,4,2
drakkari,383,hunter,beastmastery,6,4,2
illidan,383,hunter,beastmastery,12,4,8
tichondrius,383,hunter,beastmastery,12,4,8
dalaran,382,hunter,beastmastery,14,4,10
tichondrius,381,hunter,beastmastery,12,4,8
bleeding-hollow,377,hunter,beastmastery,11,6,5
frostmourne,334,hunter,beastmastery,11,4,7
aggramar,288,hunter,beastmastery,6,3,3
hyjal,288,hunter,beastmastery,6,3,3
kelthuzad,288,hunter,beastmastery,6,3,3
quelthalas,288,hunter,beastmastery,6,3,3
aerie-peak,288,hunter,beastmastery,6,3,3
area-52,288,hunter,beastmastery,6,3,3
area-52,288,hunter,beastmastery,6,3,3
skullcrusher,288,hunter,beastmastery,6,3,3
ragnaros,288,hunter,beastmastery,6,3,3
darkspear,288,hunter,beastmastery,6,3,3
wyrmrest-accord,288,hunter,beastmastery,6,3,3
wyrmrest-accord,288,hunter,beastmastery,6,3,3
proudmoore,288,hunter,beastmastery,6,3,3
ragnaros,288,hunter,beastmastery,6,3,3
wyrmrest-accord,288,hunter,beastmastery,6,3,3
thorium-brotherhood,288,hunter,beastmastery,6,3,3
moon-guard,288,hunter,beastmastery,6,3,3
gilneas,288,hunter,beastmastery,6,3,3
arygos,288,hunter,beastmastery,6,3,3
stormrage,288,hunter,beastmastery,6,3,3
stormrage,288,hunter,beastmastery,6,3,3
tichondrius,288,hunter,beastmastery,6,3,3
tichondrius,288,hunter,beastmastery,6,3,3
shadowsong,288,hunter,beastmastery,6,3,3
emerald-dream,288,hunter,beastmastery,6,3,3
proudmoore,288,hunter,beastmastery,6,3,3
sargeras,288,hunter,beastmastery,6,3,3
ragnaros,288,hunter,beastmastery,6,3,3
stormrage,288,hunter,beastmastery,6,3,3
tichondrius,288,hunter,beastmastery,6,3,3
blades-edge,288,hunter,beastmastery,6,3,3
malorne,288,hunter,beastmastery,6,3,3
bloodhoof,288,hunter,beastmastery,6,3,3
thunderhorn,288,hunter,beastmastery,6,3,3
tichondrius,288,hunter,beastmastery,6,3,3
aegwynn,288,hunter,beastmastery,6,3,3
darkspear,288,hunter,beastmastery,6,3,3
the-underbog,288,hunter,beastmastery,6,3,3
tichondrius,288,hunter,beastmastery,6,3,3
skullcrusher,288,hunter,beastmastery,6,3,3
proudmoore,288,hunter,beastmastery,6,3,3
area-52,288,hunter,beastmastery,6,3,3
sentinels,288,hunter,beastmastery,6,3,3
illidan,288,hunter,beastmastery,6,3,3
frostmourne,288,hunter,beastmastery,6,3,3
zuljin,288,hunter,beastmastery,6,3,3
illidan,288,hunter,beastmastery,6,3,3
illidan,288,hunter,beastmastery,6,3,3
illidan,288,hunter,beastmastery,6,3,3
frostmourne,288,hunter,beastmastery,6,3,3
warsong,288,hunter,beastmastery,6,3,3
dalaran,288,hunter,beastmastery,6,3,3
zuljin,288,hunter,beastmastery,6,3,3
proudmoore,288,hunter,beastmastery,9,4,5
zuljin,288,hunter,beastmastery,12,3,9
frostmourne,288,hunter,beastmastery,12,3,9
moon-guard,288,hunter,beastmastery,12,3,9
veknilash,288,hunter,beastmastery,12,3,9
drenden,288,hunter,beastmastery,12,3,9
amanthul,288,hunter,beastmastery,12,3,9
sargeras,288,hunter,beastmastery,12,3,9
drakkari,288,hunter,beastmastery,12,3,9
ragnaros,288,hunter,beastmastery,12,3,9
thrall,288,hunter,beastmastery,12,3,9
nemesis,288,hunter,beastmastery,12,3,9
laughing-skull,288,hunter,beastmastery,12,3,9
arthas,288,hunter,beastmastery,17,3,14
aggramar,287,hunter,beastmastery,6,3,3
suramar,287,hunter,beastmastery,12,3,9
emerald-dream,286,hunter,beastmastery,6,3,3
blades-edge,285,hunter,beastmastery,12,3,9
tichondrius,255,hunter,beastmastery,9,4,5
hydraxis,240,hunter,beastmastery,15,3,12
tichondrius,239,hunter,beastmastery,5,3,2
alexstrasza,239,hunter,beastmastery,5,3,2
zuljin,192,hunter,beastmastery,4,3,1
elune,192,hunter,beastmastery,6,2,4
zuljin,192,hunter,beastmastery,6,2,4
illidan,192,hunter,beastmastery,6,2,4
bleeding-hollow,192,hunter,beastmastery,6,2,4
zangarmarsh,192,hunter,beastmastery,6,2,4
stormrage,192,hunter,beastmastery,6,2,4
vashj,192,hunter,beastmastery,6,2,4
azralon,192,hunter,beastmastery,6,2,4
azralon,192,hunter,beastmastery,6,2,4
illidan,192,hunter,beastmastery,6,2,4
illidan,192,hunter,beastmastery,6,2,4
zuljin,192,hunter,beastmastery,6,2,4
agamaggan,192,hunter,beastmastery,6,2,4
stormrage,192,hunter,beastmastery,6,2,4
arthas,192,hunter,beastmastery,6,2,4
frostwolf,192,hunter,beastmastery,6,2,4
stormrage,192,hunter,beastmastery,6,2,4
moknathal,192,hunter,beastmastery,6,2,4
sargeras,192,hunter,beastmastery,6,2,4
zuljin,192,hunter,beastmastery,6,2,4
sargeras,192,hunter,beastmastery,6,2,4
sargeras,192,hunter,beastmastery,6,2,4
azshara,192,hunter,beastmastery,6,2,4
emerald-dream,192,hunter,beastmastery,6,2,4
azralon,192,hunter,beastmastery,6,2,4
illidan,192,hunter,beastmastery,6,2,4
illidan,192,hunter,beastmastery,6,2,4
emerald-dream,192,hunter,beastmastery,6,2,4
area-52,192,hunter,beastmastery,6,2,4
stormscale,192,hunter,beastmastery,6,2,4
area-52,192,hunter,beastmastery,6,2,4
malganis,192,hunter,beastmastery,6,2,4
moon-guard,192,hunter,beastmastery,6,2,4
frostmourne,192,hunter,beastmastery,6,2,4
wyrmrest-accord,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
nesingwary,192,hunter,beastmastery,6,2,4
ragnaros,192,hunter,beastmastery,6,2,4
proudmoore,192,hunter,beastmastery,6,2,4
frostmourne,192,hunter,beastmastery,6,2,4
ragnaros,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
wyrmrest-accord,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
drenden,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
frostmourne,192,hunter,beastmastery,6,2,4
kiljaeden,192,hunter,beastmastery,6,2,4
barthilas,192,hunter,beastmastery,6,2,4
blackrock,192,hunter,beastmastery,6,2,4
azjolnerub,192,hunter,beastmastery,6,2,4
dalaran,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
tichondrius,192,hunter,beastmastery,6,2,4
stormrage,192,hunter,beastmastery,7,2,5
tichondrius,192,hunter,beastmastery,12,2,10
tichondrius,192,hunter,beastmastery,12,2,10
area-52,192,hunter,beastmastery,12,2,10
antonidas,191,hunter,beastmastery,6,2,4
cairne,191,hunter,beastmastery,6,2,4
gallywix,191,hunter,beastmastery,6,2,4
lothar,160,hunter,beastmastery,10,2,8
tichondrius,159,hunter,beastmastery,5,2,3
blood-furnace,159,hunter,beastmastery,5,2,3
moon-guard,159,hunter,beastmastery,5,2,3
tichondrius,159,hunter,beastmastery,5,2,3
stormrage,159,hunter,beastmastery,12,2,10
tichondrius,138,hunter,beastmastery,12,3,9
tichondrius,128,hunter,beastmastery,4,2,2
tichondrius,112,hunter,beastmastery,4,3,1
ragnaros,96,hunter,beastmastery,3,2,1
tichondrius,96,hunter,beastmastery,3,2,1
area-52,96,hunter,beastmastery,6,1,5
area-52,96,hunter,beastmastery,6,1,5
tichondrius,96,hunter,beastmastery,6,1,5
stormrage,96,hunter,beastmastery,6,1,5
tichondrius,96,hunter,beastmastery,6,1,5
tichondrius,96,hunter,beastmastery,6,1,5
barthilas,96,hunter,beastmastery,6,1,5
tichondrius,96,hunter,beastmastery,6,1,5
nemesis,96,hunter,beastmastery,6,1,5
stormreaver,96,hunter,beastmastery,6,1,5
kiljaeden,96,hunter,beastmastery,6,1,5
stormrage,96,hunter,beastmastery,6,1,5
kiljaeden,96,hunter,beastmastery,6,1,5
zuljin,96,hunter,beastmastery,6,1,5
ghostlands,96,hunter,beastmastery,6,1,5
bleeding-hollow,96,hunter,beastmastery,6,1,5
azralon,96,hunter,beastmastery,6,1,5
frostmourne,96,hunter,beastmastery,6,1,5
runetotem,96,hunter,beastmastery,6,1,5
daggerspine,96,hunter,beastmastery,6,1,5
azralon,96,hunter,beastmastery,6,1,5
zuljin,96,hunter,beastmastery,6,1,5
sargeras,96,hunter,beastmastery,6,1,5
mannoroth,96,hunter,beastmastery,6,1,5
kiljaeden,96,hunter,beastmastery,6,1,5
sargeras,96,hunter,beastmastery,6,1,5
emerald-dream,96,hunter,beastmastery,6,1,5
destromath,96,hunter,beastmastery,6,1,5
llane,96,hunter,beastmastery,6,1,5
firetree,96,hunter,beastmastery,6,1,5
stormrage,96,hunter,beastmastery,7,1,6
sargeras,96,hunter,beastmastery,12,1,11
lightninghoof,79,hunter,beastmastery,11,1,10
thrall,63,hunter,beastmastery,2,2,0
area-52,63,hunter,beastmastery,2,2,0
tol-barad,48,hunter,beastmastery,3,1,2
stormrage,42,hunter,beastmastery,9,2,7
tichondrius,42,hunter,beastmastery,11,2,9
tichondrius,31,hunter,beastmastery,2,1,1
stormrage,31,hunter,beastmastery,2,1,1
bleeding-hollow,31,hunter,beastmastery,2,1,1
sargeras,2233,mage,arcane,100,54,46
archimonde,1948,mage,arcane,54,33,21
tichondrius,1881,mage,arcane,48,31,17
sargeras,1881,mage,arcane,53,32,21
tichondrius,1809,mage,arcane,48,26,22
tichondrius,1792,mage,arcane,38,21,17
gorefiend,1672,mage,arcane,42,29,13
tichondrius,1610,mage,arcane,36,20,16
illidan,1595,mage,arcane,34,18,16
daggerspine,1575,mage,arcane,44,24,20
illidan,1553,mage,arcane,47,24,23
area-52,1438,mage,arcane,30,16,14
kelthuzad,1416,mage,arcane,40,24,16
tichondrius,1362,mage,arcane,23,15,8
tichondrius,1338,mage,arcane,24,14,10
stormrage,1335,mage,arcane,24,14,10
stormscale,1318,mage,arcane,30,14,16
proudmoore,1267,mage,arcane,52,24,28
area-52,1173,mage,arcane,33,19,14
thrall,1151,mage,arcane,18,12,6
tichondrius,1151,mage,arcane,24,12,12
illidan,1147,mage,arcane,24,12,12
stormrage,1144,mage,arcane,54,28,26
nazjatar,1142,mage,arcane,30,12,18
tichondrius,1135,mage,arcane,29,16,13
malganis,1055,mage,arcane,12,11,1
area-52,1050,mage,arcane,24,11,13
sargeras,1049,mage,arcane,23,11,12
wyrmrest-accord,960,mage,arcane,18,10,8
hyjal,955,mage,arcane,18,10,8
alexstrasza,954,mage,arcane,24,10,14
proudmoore,953,mage,arcane,18,10,8
frostmourne,934,mage,arcane,55,24,31
drakkari,918,mage,arcane,17,10,7
borean-tundra,913,mage,arcane,18,10,8
stormrage,891,mage,arcane,23,10,13
sargeras,864,mage,arcane,18,9,9
azralon,861,mage,arcane,18,9,9
sargeras,799,mage,arcane,14,9,5
zuljin,768,mage,arcane,12,8,4
area-52,767,mage,arcane,18,8,10
emerald-dream,766,mage,arcane,12,8,4
azralon,764,mage,arcane,18,8,10
stormrage,701,mage,arcane,20,9,11
tichondrius,672,mage,arcane,10,8,2
area-52,671,mage,arcane,18,7,11
onyxia,670,mage,arcane,12,7,5
stormrage,670,mage,arcane,12,7,5
illidan,639,mage,arcane,16,8,8
frostmourne,576,mage,arcane,12,6,6
kelthuzad,576,mage,arcane,18,6,12
moon-guard,574,mage,arcane,12,6,6
tichondrius,571,mage,arcane,12,6,6
quelthalas,571,mage,arcane,12,6,6
tichondrius,522,mage,arcane,20,7,13
proudmoore,480,mage,arcane,6,5,1
tichondrius,480,mage,arcane,6,5,1
deathwing,480,mage,arcane,12,5,7
tichondrius,480,mage,arcane,12,5,7
quelthalas,479,mage,arcane,12,5,7
tichondrius,384,mage,arcane,6,4,2
frostmourne,384,mage,arcane,6,4,2
tichondrius,384,mage,arcane,6,4,2
tichondrius,384,mage,arcane,6,4,2
sargeras,384,mage,arcane,6,4,2
proudmoore,384,mage,arcane,6,4,2
malganis,384,mage,arcane,6,4,2
tichondrius,384,mage,arcane,6,4,2
korgath,384,mage,arcane,12,4,8
saurfang,384,mage,arcane,12,4,8
borean-tundra,384,mage,arcane,12,4,8
moon-guard,383,mage,arcane,12,4,8
sargeras,288,mage,arcane,6,3,3
quelthalas,288,mage,arcane,6,3,3
quelthalas,288,mage,arcane,6,3,3
azralon,288,mage,arcane,6,3,3
azralon,288,mage,arcane,6,3,3
aerie-peak,288,mage,arcane,6,3,3
aegwynn,288,mage,arcane,6,3,3
tichondrius,288,mage,arcane,6,3,3
tichondrius,288,mage,arcane,6,3,3
tichondrius,288,mage,arcane,6,3,3
kelthuzad,288,mage,arcane,6,3,3
whisperwind,288,mage,arcane,6,3,3
stormrage,288,mage,arcane,6,3,3
whisperwind,288,mage,arcane,12,3,9
drakkari,288,mage,arcane,13,3,10
area-52,287,mage,arcane,6,3,3
tichondrius,239,mage,arcane,5,3,2
area-52,239,mage,arcane,5,3,2
area-52,192,mage,arcane,6,2,4
stormrage,192,mage,arcane,6,2,4
tichondrius,192,mage,arcane,6,2,4
stormrage,192,mage,arcane,6,2,4
tichondrius,192,mage,arcane,6,2,4
fizzcrank,192,mage,arcane,6,2,4
nagrand,192,mage,arcane,6,2,4
quelthalas,192,mage,arcane,6,2,4
andorhal,192,mage,arcane,6,2,4
tichondrius,192,mage,arcane,6,2,4
ragnaros,192,mage,arcane,6,2,4
frostmourne,192,mage,arcane,6,2,4
