realm,rating,cls,spec,play,win,lose
maiev,191,deathknight,frost,6,2,4
amanthul,191,deathknight,frost,8,2,6
dalvengyr,159,deathknight,frost,5,2,3
moon-guard,127,deathknight,frost,8,2,6
illidan,96,deathknight,frost,3,2,1
proudmoore,96,deathknight,frost,3,2,1
emerald-dream,96,deathknight,frost,6,1,5
wyrmrest-accord,96,deathknight,frost,6,1,5
bleeding-hollow,96,deathknight,frost,6,1,5
frostmourne,96,deathknight,frost,6,1,5
garithos,96,deathknight,frost,6,1,5
stormrage,96,deathknight,frost,6,1,5
kelthuzad,96,deathknight,frost,6,1,5
ragnaros,96,deathknight,frost,6,1,5
destromath,48,deathknight,frost,3,1,2
aggramar,31,deathknight,frost,2,1,1
sargeras,2106,demonhunter,havoc,78,42,36
sargeras,2102,demonhunter,havoc,115,62,53
tichondrius,2051,demonhunter,havoc,72,37,35
tichondrius,1999,demonhunter,havoc,107,51,56
tichondrius,1972,demonhunter,havoc,66,37,29
tichondrius,1931,demonhunter,havoc,78,35,43
area-52,1899,demonhunter,havoc,54,32,22
tichondrius,1875,demonhunter,havoc,54,32,22
tichondrius,1872,demonhunter,havoc,42,20,22
eldrethalas,1867,demonhunter,havoc,69,35,34
hydraxis,1861,demonhunter,havoc,72,38,34
moon-guard,1847,demonhunter,havoc,58,32,26
malganis,1845,demonhunter,havoc,60,31,29
wyrmrest-accord,1842,demonhunter,havoc,47,24,23
malganis,1841,demonhunter,havoc,60,33,27
area-52,1840,demonhunter,havoc,72,31,41
tichondrius,1839,demonhunter,havoc,47,29,18
frostmourne,1837,demonhunter,havoc,82,37,45
ragnaros,1831,demonhunter,havoc,64,33,31
dalaran,1820,demonhunter,havoc,61,32,29
aggramar,1820,demonhunter,havoc,48,22,26
nesingwary,1813,demonhunter,havoc,54,25,29
azralon,1812,demonhunter,havoc,86,54,32
malganis,1812,demonhunter,havoc,36,19,17
aegwynn,1810,demonhunter,havoc,94,48,46
illidan,1809,demonhunter,havoc,66,30,36
wyrmrest-accord,1808,demonhunter,havoc,36,22,14
wyrmrest-accord,1805,demonhunter,havoc,85,49,36
terenas,1804,demonhunter,havoc,50,30,20
nemesis,1801,demonhunter,havoc,69,35,34
black-dragonflight,1800,demonhunter,havoc,38,20,18
tichondrius,1773,demonhunter,havoc,42,19,23
azgalor,1764,demonhunter,havoc,66,33,33
malganis,1739,demonhunter,havoc,42,22,20
barthilas,1731,demonhunter,havoc,47,25,22
illidan,1731,demonhunter,havoc,54,26,28
sargeras,1725,demonhunter,havoc,91,52,39
exodar,1721,demonhunter,havoc,50,34,16
lightnings-blade,1720,demonhunter,havoc,55,29,26
sargeras,1716,demonhunter,havoc,48,29,19
nemesis,1714,demonhunter,havoc,38,22,16
tichondrius,1712,demonhunter,havoc,66,31,35
azralon,1707,demonhunter,havoc,47,23,24
sargeras,1703,demonhunter,havoc,54,34,20
moon-guard,1691,demonhunter,havoc,41,26,15
tichondrius,1681,demonhunter,havoc,42,20,22
kirin-tor,1679,demonhunter,havoc,64,35,29
area-52,1678,demonhunter,havoc,54,34,20
tichondrius,1678,demonhunter,havoc,129,66,63
stormrage,1670,demonhunter,havoc,36,20,16
tichondrius,1670,demonhunter,havoc,42,21,21
firetree,1665,demonhunter,havoc,42,23,19
area-52,1664,demonhunter,havoc,36,25,11
thrall,1653,demonhunter,havoc,59,32,27
malganis,1634,demonhunter,havoc,64,41,23
dalaran,1624,demonhunter,havoc,48,29,19
stormrage,1621,demonhunter,havoc,48,19,29
wyrmrest-accord,1620,demonhunter,havoc,30,20,10
malygos,1605,demonhunter,havoc,32,17,15
malganis,1604,demonhunter,havoc,54,31,23
illidan,1602,demonhunter,havoc,54,19,35
tichondrius,1600,demonhunter,havoc,42,19,23
hyjal,1596,demonhunter,havoc,48,23,25
tichondrius,1590,demonhunter,havoc,55,30,25
zuljin,1589,demonhunter,havoc,42,19,23
balnazzar,1580,demonhunter,havoc,42,18,24
burning-blade,1549,demonhunter,havoc,35,20,15
barthilas,1541,demonhunter,havoc,54,23,31
tichondrius,1533,demonhunter,havoc,30,16,14
illidan,1532,demonhunter,havoc,36,16,20
area-52,1516,demonhunter,havoc,24,16,8
tichondrius,1513,demonhunter,havoc,34,17,17
area-52,1510,demonhunter,havoc,35,18,17
gilneas,1482,demonhunter,havoc,42,24,18
dalaran,1470,demonhunter,havoc,30,17,13
tichondrius,1470,demonhunter,havoc,35,17,18
tichondrius,1462,demonhunter,havoc,30,16,14
barthilas,1459,demonhunter,havoc,48,31,17
ragnaros,1457,demonhunter,havoc,42,16,26
burning-legion,1449,demonhunter,havoc,36,19,17
frostwolf,1442,demonhunter,havoc,36,19,17
ragnaros,1439,demonhunter,havoc,72,40,32
area-52,1438,demonhunter,havoc,24,15,9
azralon,1438,demonhunter,havoc,82,43,39
kelthuzad,1438,demonhunter,havoc,60,27,33
quelthalas,1435,demonhunter,havoc,24,17,7
tichondrius,1435,demonhunter,havoc,24,15,9
quelthalas,1435,demonhunter,havoc,30,15,15
sargeras,1427,demonhunter,havoc,42,21,21
tichondrius,1425,demonhunter,havoc,24,15,9
saurfang,1419,demonhunter,havoc,41,18,23
sargeras,1415,demonhunter,havoc,22,16,6
thunderlord,1389,demonhunter,havoc,86,39,47
tichondrius,1387,demonhunter,havoc,42,27,15
stormrage,1385,demonhunter,havoc,66,30,36
silvermoon,1375,demonhunter,havoc,63,30,33
azralon,1372,demonhunter,havoc,48,30,18
emerald-dream,1361,demonhunter,havoc,53,27,26
tichondrius,1358,demonhunter,havoc,53,26,27
area-52,1354,demonhunter,havoc,102,56,46
frostmourne,1353,demonhunter,havoc,35,19,16
tichondrius,1350,demonhunter,havoc,24,15,9
magtheridon,1345,demonhunter,havoc,24,16,8
stormrage,1344,demonhunter,havoc,69,37,32
bleeding-hollow,1342,demonhunter,havoc,24,14,10
area-52,1340,demonhunter,havoc,24,14,10
sargeras,1340,demonhunter,havoc,24,14,10
durotan,1340,demonhunter,havoc,36,14,22
tichondrius,1339,demonhunter,havoc,24,16,8
jubeithos,1335,demonhunter,havoc,78,42,36
ragnaros,1334,demonhunter,havoc,36,14,22
stormrage,1307,demonhunter,havoc,36,18,18
cairne,1306,demonhunter,havoc,29,14,15
tichondrius,1302,demonhunter,havoc,48,25,23
jubeithos,1300,demonhunter,havoc,42,15,27
rivendare,1286,demonhunter,havoc,36,14,22
thrall,1278,demonhunter,havoc,52,29,23
tichondrius,1271,demonhunter,havoc,48,21,27
tichondrius,1246,demonhunter,havoc,24,13,11
stormrage,1244,demonhunter,havoc,30,13,17
wyrmrest-accord,1242,demonhunter,havoc,24,13,11
sargeras,1242,demonhunter,havoc,24,13,11
proudmoore,1242,demonhunter,havoc,30,13,17
bleeding-hollow,1239,demonhunter,havoc,30,13,17
malganis,1239,demonhunter,havoc,36,13,23
haomarush,1235,demonhunter,havoc,30,15,15
frostmourne,1233,demonhunter,havoc,34,16,18
frostmourne,1230,demonhunter,havoc,30,13,17
malganis,1229,demonhunter,havoc,38,22,16
azralon,1228,demonhunter,havoc,18,13,5
sargeras,1219,demonhunter,havoc,30,13,17
malfurion,1214,demonhunter,havoc,24,13,11
stormscale,1198,demonhunter,havoc,23,13,10
stormrage,1194,demonhunter,havoc,53,32,21
emerald-dream,1186,demonhunter,havoc,31,15,16
illidan,1184,demonhunter,havoc,30,14,16
area-52,1182,demonhunter,havoc,23,13,10
durotan,1179,demonhunter,havoc,23,13,10
barthilas,1170,demonhunter,havoc,59,30,29
wyrmrest-accord,1162,demonhunter,havoc,37,13,24
silvermoon,1151,demonhunter,havoc,24,12,12
bleeding-hollow,1151,demonhunter,havoc,30,12,18
area-52,1148,demonhunter,havoc,24,12,12
nordrassil,1145,demonhunter,havoc,18,12,6
malganis,1145,demonhunter,havoc,24,12,12
malganis,1142,demonhunter,havoc,24,12,12
quelthalas,1142,demonhunter,havoc,33,12,21
illidan,1138,demonhunter,havoc,18,12,6
area-52,1138,demonhunter,havoc,30,12,18
area-52,1136,demonhunter,havoc,25,12,13
malganis,1126,demonhunter,havoc,24,16,8
frostmourne,1125,demonhunter,havoc,78,32,46
wildhammer,1083,demonhunter,havoc,36,20,16
bloodscalp,1076,demonhunter,havoc,36,15,21
area-52,1056,demonhunter,havoc,18,11,7
quelthalas,1056,demonhunter,havoc,24,11,13
tichondrius,1056,demonhunter,havoc,30,11,19
tanaris,1055,demonhunter,havoc,18,11,7
stormrage,1054,demonhunter,havoc,30,11,19
moonrunner,1052,demonhunter,havoc,24,11,13
gilneas,1052,demonhunter,havoc,30,11,19
duskwood,1051,demonhunter,havoc,18,11,7
azralon,1051,demonhunter,havoc,24,11,13
illidan,1050,demonhunter,havoc,24,11,13
zuljin,1049,demonhunter,havoc,18,11,7
wyrmrest-accord,1046,demonhunter,havoc,30,11,19
illidan,1044,demonhunter,havoc,36,19,17
eldrethalas,1026,demonhunter,havoc,18,11,7
stormscale,1021,demonhunter,havoc,23,13,10
zuljin,1021,demonhunter,havoc,26,12,14
tichondrius,1007,demonhunter,havoc,23,11,12
bleeding-hollow,1007,demonhunter,havoc,42,20,22
bleeding-hollow,1006,demonhunter,havoc,17,11,6
stormrage,998,demonhunter,havoc,30,12,18
sargeras,993,demonhunter,havoc,18,11,7
frostmourne,991,demonhunter,havoc,24,12,12
tichondrius,991,demonhunter,havoc,26,11,15
dalaran,991,demonhunter,havoc,41,11,30
moon-guard,981,demonhunter,havoc,24,14,10
thrall,963,demonhunter,havoc,24,15,9
tichondrius,960,demonhunter,havoc,18,10,8
dalaran,960,demonhunter,havoc,18,10,8
quelthalas,959,demonhunter,havoc,18,10,8
malganis,959,demonhunter,havoc,24,10,14
stormrage,959,demonhunter,havoc,24,10,14
stormrage,958,demonhunter,havoc,21,13,8
malganis,958,demonhunter,havoc,18,10,8
tichondrius,958,demonhunter,havoc,18,10,8
tichondrius,956,demonhunter,havoc,12,10,2
frostmourne,956,demonhunter,havoc,18,10,8
barthilas,954,demonhunter,havoc,24,10,14
thrall,946,demonhunter,havoc,26,14,12
frostmane,924,demonhunter,havoc,22,10,12
azralon,920,demonhunter,havoc,30,10,20
bleeding-hollow,919,demonhunter,havoc,26,11,15
frostmourne,911,demonhunter,havoc,17,10,7
illidan,880,demonhunter,havoc,25,10,15
barthilas,864,demonhunter,havoc,12,9,3
barthilas,864,demonhunter,havoc,12,9,3
kelthuzad,864,demonhunter,havoc,12,9,3
frostmourne,864,demonhunter,havoc,18,9,9
tichondrius,864,demonhunter,havoc,18,9,9
area-52,864,demonhunter,havoc,18,9,9
aegwynn,864,demonhunter,havoc,21,10,11
tichondrius,864,demonhunter,havoc,24,9,15
tichondrius,863,demonhunter,havoc,15,10,5
dalvengyr,863,demonhunter,havoc,18,9,9
tichondrius,863,demonhunter,havoc,18,9,9
tichondrius,863,demonhunter,havoc,18,9,9
dalaran,860,demonhunter,havoc,12,9,3
stormrage,859,demonhunter,havoc,24,9,15
barthilas,855,demonhunter,havoc,12,9,3
bleeding-hollow,854,demonhunter,havoc,24,9,15
tichondrius,853,demonhunter,havoc,24,9,15
stormrage,852,demonhunter,havoc,18,9,9
nagrand,846,demonhunter,havoc,87,37,50
dragonblight,790,demonhunter,havoc,14,9,5
moon-guard,775,demonhunter,havoc,15,10,5
tichondrius,768,demonhunter,havoc,12,8,4
thunderhorn,768,demonhunter,havoc,12,8,4
malganis,768,demonhunter,havoc,12,8,4
illidan,768,demonhunter,havoc,12,8,4
tichondrius,768,demonhunter,havoc,12,8,4
sargeras,768,demonhunter,havoc,12,8,4
frostmourne,768,demonhunter,havoc,12,8,4
sargeras,768,demonhunter,havoc,12,8,4
sargeras,768,demonhunter,havoc,13,8,5
tichondrius,768,demonhunter,havoc,15,9,6
azralon,768,demonhunter,havoc,23,12,11
arthas,768,demonhunter,havoc,18,8,10
ragnaros,768,demonhunter,havoc,18,8,10
emerald-dream,768,demonhunter,havoc,18,8,10
illidan,768,demonhunter,havoc,18,8,10
malganis,768,demonhunter,havoc,18,8,10
malganis,767,demonhunter,havoc,12,8,4
blackrock,767,demonhunter,havoc,12,8,4
tichondrius,767,demonhunter,havoc,12,8,4
illidan,767,demonhunter,havoc,12,8,4
sargeras,767,demonhunter,havoc,12,8,4
darkspear,767,demonhunter,havoc,15,9,6
thrall,767,demonhunter,havoc,18,8,10
earthen-ring,767,demonhunter,havoc,18,8,10
tichondrius,767,demonhunter,havoc,18,8,10
perenolde,766,demonhunter,havoc,12,8,4
gurubashi,766,demonhunter,havoc,18,8,10
bleeding-hollow,765,demonhunter,havoc,20,8,12
tichondrius,762,demonhunter,havoc,18,8,10
thunderlord,753,demonhunter,havoc,12,8,4
garrosh,752,demonhunter,havoc,18,8,10
gorefiend,748,demonhunter,havoc,12,8,4
illidan,726,demonhunter,havoc,20,9,11
illidan,703,demonhunter,havoc,11,8,3
frostmourne,672,demonhunter,havoc,12,7,5
tichondrius,672,demonhunter,havoc,12,7,5
whisperwind,672,demonhunter,havoc,12,7,5
area-52,672,demonhunter,havoc,12,7,5
sargeras,672,demonhunter,havoc,12,7,5
zuljin,672,demonhunter,havoc,12,7,5
area-52,672,demonhunter,havoc,12,7,5
emerald-dream,672,demonhunter,havoc,12,7,5
stormrage,672,demonhunter,havoc,12,7,5
area-52,672,demonhunter,havoc,12,7,5
tichondrius,672,demonhunter,havoc,12,7,5
tichondrius,672,demonhunter,havoc,12,7,5
bleeding-hollow,672,demonhunter,havoc,12,7,5
bleeding-hollow,672,demonhunter,havoc,12,7,5
azralon,672,demonhunter,havoc,12,7,5
malganis,672,demonhunter,havoc,16,8,8
ragnaros,672,demonhunter,havoc,18,7,11
frostmourne,672,demonhunter,havoc,18,7,11
stormrage,671,demonhunter,havoc,12,7,5
eitrigg,671,demonhunter,havoc,12,7,5
tichondrius,671,demonhunter,havoc,12,7,5
tichondrius,671,demonhunter,havoc,12,7,5
area-52,670,demonhunter,havoc,12,7,5
ragnaros,670,demonhunter,havoc,12,7,5
bonechewer,670,demonhunter,havoc,12,7,5
area-52,670,demonhunter,havoc,12,7,5
tichondrius,670,demonhunter,havoc,18,7,11
sargeras,670,demonhunter,havoc,18,7,11
bleeding-hollow,662,demonhunter,havoc,15,8,7
veknilash,660,demonhunter,havoc,12,7,5
burning-legion,658,demonhunter,havoc,12,7,5
malganis,640,demonhunter,havoc,16,7,9
kiljaeden,639,demonhunter,havoc,10,7,3
azralon,639,demonhunter,havoc,17,7,10
emerald-dream,633,demonhunter,havoc,17,7,10
stormrage,607,demonhunter,havoc,8,7,1
stormreaver,607,demonhunter,havoc,14,7,7
area-52,576,demonhunter,havoc,6,6,0
illidan,576,demonhunter,havoc,6,6,0
azralon,576,demonhunter,havoc,12,6,6
bleeding-hollow,576,demonhunter,havoc,12,6,6
sargeras,576,demonhunter,havoc,12,6,6
ragnaros,576,demonhunter,havoc,12,6,6
bleeding-hollow,576,demonhunter,havoc,12,6,6
tichondrius,576,demonhunter,havoc,12,6,6
ghostlands,576,demonhunter,havoc,12,6,6
boulderfist,576,demonhunter,havoc,12,6,6
tichondrius,576,demonhunter,havoc,12,6,6
sargeras,576,demonhunter,havoc,12,6,6
bleeding-hollow,576,demonhunter,havoc,12,6,6
mugthol,576,demonhunter,havoc,12,6,6
moon-guard,576,demonhunter,havoc,12,6,6
trollbane,576,demonhunter,havoc,12,6,6
illidan,576,demonhunter,havoc,12,6,6
area-52,576,demonhunter,havoc,12,6,6
emerald-dream,576,demonhunter,havoc,18,6,12
ragnaros,576,demonhunter,havoc,18,6,12
barthilas,576,demonhunter,havoc,18,6,12
tichondrius,576,demonhunter,havoc,19,6,13
kiljaeden,575,demonhunter,havoc,12,6,6
azshara,575,demonhunter,havoc,12,6,6
proudmoore,575,demonhunter,havoc,12,6,6
caelestrasz,575,demonhunter,havoc,12,6,6
proudmoore,575,demonhunter,havoc,12,6,6
tichondrius,575,demonhunter,havoc,12,6,6
malorne,575,demonhunter,havoc,12,6,6
illidan,575,demonhunter,havoc,12,6,6
stormrage,575,demonhunter,havoc,12,6,6
gurubashi,575,demonhunter,havoc,12,6,6
laughing-skull,575,demonhunter,havoc,12,6,6
wildhammer,574,demonhunter,havoc,12,6,6
thunderhorn,574,demonhunter,havoc,36,14,22
tichondrius,574,demonhunter,havoc,18,6,12
drakkari,571,demonhunter,havoc,12,6,6
tichondrius,569,demonhunter,havoc,12,6,6
nemesis,565,demonhunter,havoc,12,6,6
azralon,559,demonhunter,havoc,18,7,11
korgath,543,demonhunter,havoc,11,6,5
illidan,543,demonhunter,havoc,17,6,11
ragnaros,541,demonhunter,havoc,10,7,3
boulderfist,525,demonhunter,havoc,11,6,5
tichondrius,512,demonhunter,havoc,10,6,4
kirin-tor,512,demonhunter,havoc,10,6,4
barthilas,509,demonhunter,havoc,16,6,10
sargeras,496,demonhunter,havoc,13,6,7
frostmourne,480,demonhunter,havoc,6,5,1
area-52,480,demonhunter,havoc,6,5,1
thrall,480,demonhunter,havoc,6,5,1
sargeras,480,demonhunter,havoc,6,5,1
tichondrius,480,demonhunter,havoc,6,5,1
stormrage,480,demonhunter,havoc,6,5,1
sargeras,480,demonhunter,havoc,6,5,1
sargeras,480,demonhunter,havoc,6,5,1
sargeras,480,demonhunter,havoc,9,6,3
area-52,480,demonhunter,havoc,12,5,7
bloodhoof,480,demonhunter,havoc,12,5,7
kiljaeden,480,demonhunter,havoc,12,5,7
area-52,480,demonhunter,havoc,12,5,7
tichondrius,480,demonhunter,havoc,12,5,7
wyrmrest-accord,480,demonhunter,havoc,12,5,7
azralon,480,demonhunter,havoc,12,5,7
moon-guard,480,demonhunter,havoc,12,5,7
tichondrius,480,demonhunter,havoc,12,5,7
frostmourne,480,demonhunter,havoc,12,5,7
tichondrius,480,demonhunter,havoc,12,5,7
blackrock,480,demonhunter,havoc,12,5,7
ragnaros,480,demonhunter,havoc,12,5,7
azjolnerub,480,demonhunter,havoc,18,5,13
sargeras,480,demonhunter,havoc,18,5,13
dark-iron,480,demonhunter,havoc,18,5,13
quelthalas,479,demonhunter,havoc,6,5,1
tichondrius,479,demonhunter,havoc,6,5,1
quelthalas,479,demonhunter,havoc,12,5,7
malorne,478,demonhunter,havoc,6,5,1
bonechewer,478,demonhunter,havoc,12,5,7
goldrinn,478,demonhunter,havoc,12,5,7
korialstrasz,476,demonhunter,havoc,24,5,19
tichondrius,473,demonhunter,havoc,12,5,7
cairne,472,demonhunter,havoc,12,5,7
thrall,447,demonhunter,havoc,11,5,6
kelthuzad,447,demonhunter,havoc,11,5,6
elune,443,demonhunter,havoc,8,6,2
ragnaros,426,demonhunter,havoc,22,6,16
proudmoore,416,demonhunter,havoc,10,5,5
malganis,416,demonhunter,havoc,10,5,5
sargeras,415,demonhunter,havoc,14,5,9
emerald-dream,415,demonhunter,havoc,14,5,9
illidan,384,demonhunter,havoc,6,4,2
illidan,384,demonhunter,havoc,6,4,2
zuljin,384,demonhunter,havoc,6,4,2
proudmoore,384,demonhunter,havoc,6,4,2
illidan,384,demonhunter,havoc,6,4,2
arthas,384,demonhunter,havoc,6,4,2
proudmoore,384,demonhunter,havoc,6,4,2
tichondrius,384,demonhunter,havoc,6,4,2
silver-hand,384,demonhunter,havoc,6,4,2
tichondrius,384,demonhunter,havoc,6,4,2
drenden,384,demonhunter,havoc,6,4,2
tichondrius,384,demonhunter,havoc,6,4,2
stormrage,384,demonhunter,havoc,6,4,2
tichondrius,384,demonhunter,havoc,6,4,2
moon-guard,384,demonhunter,havoc,6,4,2
kiljaeden,384,demonhunter,havoc,6,4,2
bleeding-hollow,384,demonhunter,havoc,6,4,2
area-52,384,demonhunter,havoc,6,4,2
illidan,384,demonhunter,havoc,6,4,2
khazgoroth,384,demonhunter,havoc,6,4,2
quelthalas,384,demonhunter,havoc,6,4,2
area-52,384,demonhunter,havoc,6,4,2
kelthuzad,384,demonhunter,havoc,6,4,2
frostmourne,384,demonhunter,havoc,6,4,2
sargeras,384,demonhunter,havoc,7,4,3
stormrage,384,demonhunter,havoc,9,5,4
proudmoore,384,demonhunter,havoc,12,4,8
moon-guard,384,demonhunter,havoc,12,4,8
tichondrius,384,demonhunter,havoc,12,4,8
illidan,384,demonhunter,havoc,12,4,8
black-dragonflight,384,demonhunter,havoc,12,4,8
kelthuzad,384,demonhunter,havoc,12,4,8
tichondrius,384,demonhunter,havoc,12,4,8
sargeras,384,demonhunter,havoc,12,4,8
illidan,384,demonhunter,havoc,12,4,8
illidan,384,demonhunter,havoc,12,4,8
darkspear,384,demonhunter,havoc,12,4,8
lightbringer,383,demonhunter,havoc,9,5,4
darkspear,383,demonhunter,havoc,12,4,8
illidan,382,demonhunter,havoc,6,4,2
ghostlands,382,demonhunter,havoc,6,4,2
draenor,381,demonhunter,havoc,12,4,8
darrowmere,351,demonhunter,havoc,11,4,7
area-52,336,demonhunter,havoc,15,5,10
dragonmaw,336,demonhunter,havoc,15,4,11
stormrage,319,demonhunter,havoc,5,4,1
wyrmrest-accord,304,demonhunter,havoc,11,5,6
whisperwind,288,demonhunter,havoc,6,3,3
stormrage,288,demonhunter,havoc,6,3,3
zuljin,288,demonhunter,havoc,6,3,3
zuljin,288,demonhunter,havoc,6,3,3
stormrage,288,demonhunter,havoc,6,3,3
stormrage,288,demonhunter,havoc,6,3,3
illidan,288,demonhunter,havoc,6,3,3
stormrage,288,demonhunter,havoc,6,3,3
illidan,288,demonhunter,havoc,6,3,3
skullcrusher,288,demonhunter,havoc,6,3,3
aegwynn,288,demonhunter,havoc,6,3,3
draenor,288,demonhunter,havoc,6,3,3
tichondrius,288,demonhunter,havoc,6,3,3
silvermoon,288,demonhunter,havoc,6,3,3
stormrage,288,demonhunter,havoc,6,3,3
drakthul,288,demonhunter,havoc,6,3,3
thunderhorn,288,demonhunter,havoc,6,3,3
silvermoon,288,demonhunter,havoc,6,3,3
moon-guard,288,demonhunter,havoc,6,3,3
aerie-peak,288,demonhunter,havoc,6,3,3
queldorei,288,demonhunter,havoc,6,3,3
bleeding-hollow,288,demonhunter,havoc,6,3,3
dreadmaul,288,demonhunter,havoc,6,3,3
bleeding-hollow,288,demonhunter,havoc,6,3,3
ragnaros,288,demonhunter,havoc,6,3,3
area-52,288,demonhunter,havoc,6,3,3
tichondrius,288,demonhunter,havoc,6,3,3
khaz-modan,288,demonhunter,havoc,6,3,3
barthilas,288,demonhunter,havoc,6,3,3
azralon,288,demonhunter,havoc,6,3,3
tichondrius,288,demonhunter,havoc,6,3,3
azralon,288,demonhunter,havoc,6,3,3
tichondrius,288,demonhunter,havoc,6,3,3
tichondrius,288,demonhunter,havoc,6,3,3
tichondrius,288,demonhunter,havoc,6,3,3
area-52,288,demonhunter,havoc,6,3,3
tichondrius,288,demonhunter,havoc,6,3,3
azjolnerub,288,demonhunter,havoc,6,3,3
tichondrius,288,demonhunter,havoc,6,3,3
malganis,288,demonhunter,havoc,6,3,3
area-52,288,demonhunter,havoc,6,3,3
bonechewer,288,demonhunter,havoc,6,3,3
emerald-dream,288,demonhunter,havoc,6,3,3
sargeras,288,demonhunter,havoc,6,3,3
lightbringer,288,demonhunter,havoc,6,3,3
sargeras,288,demonhunter,havoc,6,3,3
sargeras,288,demonhunter,havoc,6,3,3
area-52,288,demonhunter,havoc,6,3,3
korgath,288,demonhunter,havoc,12,3,9
tichondrius,288,demonhunter,havoc,12,3,9
