realm,rating,cls,spec,play,win,lose
twisting-nether,1007,paladin,retribution,23,11,12
khaz-modan,1004,paladin,retribution,33,18,15
nozdormu,1004,paladin,retribution,25,13,12
dalaran,997,paladin,retribution,84,43,41
garona,991,paladin,retribution,43,23,20
kazzak,989,paladin,retribution,20,11,9
archimonde,984,paladin,retribution,26,11,15
burning-blade,982,paladin,retribution,23,11,12
dalaran,962,paladin,retribution,19,11,8
archimonde,960,paladin,retribution,18,10,8
stormscale,960,paladin,retribution,18,10,8
howling-fjord,959,paladin,retribution,18,10,8
twisting-nether,959,paladin,retribution,18,10,8
tarren-mill,959,paladin,retribution,18,10,8
ravencrest,959,paladin,retribution,18,10,8
ravencrest,959,paladin,retribution,18,10,8
howling-fjord,959,paladin,retribution,24,10,14
ravencrest,959,paladin,retribution,36,10,26
grim-batol,958,paladin,retribution,18,10,8
twisting-nether,958,paladin,retribution,18,10,8
tarren-mill,958,paladin,retribution,18,10,8
dun-morogh,958,paladin,retribution,18,10,8
frostwolf,958,paladin,retribution,30,10,20
archimonde,957,paladin,retribution,30,11,19
hyjal,956,paladin,retribution,18,10,8
blackhand,956,paladin,retribution,24,10,14
blackrock,955,paladin,retribution,49,19,30
defias-brotherhood,954,paladin,retribution,18,10,8
uldum,952,paladin,retribution,18,10,8
aggra-português,952,paladin,retribution,23,10,13
gordunni,951,paladin,retribution,18,10,8
sinstralis,950,paladin,retribution,18,10,8
galakrond,948,paladin,retribution,24,10,14
kazzak,947,paladin,retribution,18,10,8
kul-tiras,945,paladin,retribution,19,10,9
argent-dawn,941,paladin,retribution,36,20,16
arthas,933,paladin,retribution,18,10,8
kazzak,927,paladin,retribution,23,10,13
silvermoon,926,paladin,retribution,23,10,13
silvermoon,913,paladin,retribution,30,10,20
nemesis,911,paladin,retribution,27,11,16
twilights-hammer,909,paladin,retribution,24,12,12
khaz-modan,880,paladin,retribution,20,10,10
argent-dawn,864,paladin,retribution,12,9,3
burning-legion,864,paladin,retribution,12,9,3
tarren-mill,864,paladin,retribution,12,9,3
kazzak,864,paladin,retribution,18,9,9
soulflayer,864,paladin,retribution,18,9,9
howling-fjord,864,paladin,retribution,18,9,9
sylvanas,864,paladin,retribution,18,9,9
sunstrider,864,paladin,retribution,22,10,12
howling-fjord,864,paladin,retribution,24,9,15
burning-legion,864,paladin,retribution,24,9,15
soulflayer,864,paladin,retribution,24,9,15
zuljin,864,paladin,retribution,24,9,15
zenedar,864,paladin,retribution,30,9,21
nerathor,863,paladin,retribution,12,9,3
archimonde,863,paladin,retribution,12,9,3
antonidas,863,paladin,retribution,12,9,3
ravenholdt,863,paladin,retribution,18,9,9
draenor,863,paladin,retribution,18,9,9
silvermoon,863,paladin,retribution,18,9,9
gordunni,863,paladin,retribution,18,9,9
arathor,863,paladin,retribution,18,9,9
drakthul,863,paladin,retribution,24,9,15
twisting-nether,863,paladin,retribution,30,9,21
gordunni,862,paladin,retribution,12,9,3
thrall,862,paladin,retribution,12,9,3
argent-dawn,862,paladin,retribution,12,9,3
gordunni,862,paladin,retribution,24,9,15
gordunni,861,paladin,retribution,18,9,9
silvermoon,860,paladin,retribution,18,9,9
sanguino,858,paladin,retribution,18,9,9
nathrezim,858,paladin,retribution,18,9,9
veknilash,857,paladin,retribution,18,9,9
turalyon,851,paladin,retribution,18,9,9
dun-modr,850,paladin,retribution,24,9,15
die-todeskrallen,847,paladin,retribution,30,11,19
outland,847,paladin,retribution,29,9,20
khaz-modan,826,paladin,retribution,18,9,9
defias-brotherhood,794,paladin,retribution,48,19,29
malganis,784,paladin,retribution,19,9,10
nemesis,768,paladin,retribution,12,8,4
blackrock,768,paladin,retribution,12,8,4
stormscale,768,paladin,retribution,12,8,4
blackmoore,768,paladin,retribution,16,9,7
draenor,768,paladin,retribution,18,8,10
ravencrest,768,paladin,retribution,18,8,10
dragonblight,768,paladin,retribution,18,8,10
kilrogg,768,paladin,retribution,18,8,10
gordunni,768,paladin,retribution,18,8,10
dun-modr,768,paladin,retribution,18,8,10
ravencrest,768,paladin,retribution,18,8,10
twisting-nether,768,paladin,retribution,18,8,10
burning-blade,768,paladin,retribution,18,8,10
soulflayer,768,paladin,retribution,18,8,10
aegwynn,768,paladin,retribution,18,8,10
sanguino,768,paladin,retribution,18,8,10
silvermoon,768,paladin,retribution,18,8,10
ravencrest,768,paladin,retribution,24,8,16
gordunni,768,paladin,retribution,24,8,16
ravencrest,768,paladin,retribution,24,8,16
aegwynn,768,paladin,retribution,24,8,16
argent-dawn,768,paladin,retribution,30,8,22
ragnaros,768,paladin,retribution,30,8,22
turalyon,767,paladin,retribution,12,8,4
blackmoore,767,paladin,retribution,12,8,4
kazzak,767,paladin,retribution,12,8,4
tarren-mill,767,paladin,retribution,12,8,4
argent-dawn,767,paladin,retribution,12,8,4
frostmane,767,paladin,retribution,18,8,10
ragnaros,767,paladin,retribution,18,8,10
silvermoon,767,paladin,retribution,18,8,10
ravencrest,767,paladin,retribution,18,8,10
draenor,767,paladin,retribution,18,8,10
gordunni,767,paladin,retribution,24,8,16
argent-dawn,766,paladin,retribution,12,8,4
ravencrest,766,paladin,retribution,12,8,4
outland,766,paladin,retribution,21,9,12
garrosh,766,paladin,retribution,19,8,11
blackscar,766,paladin,retribution,30,8,22
outland,765,paladin,retribution,24,8,16
stormrage,764,paladin,retribution,18,8,10
kazzak,763,paladin,retribution,12,8,4
nemesis,763,paladin,retribution,18,8,10
draenor,762,paladin,retribution,24,8,16
bloodfeather,759,paladin,retribution,12,8,4
doomhammer,755,paladin,retribution,12,8,4
kazzak,742,paladin,retribution,18,8,10
silvermoon,735,paladin,retribution,14,9,5
blackhand,735,paladin,retribution,13,8,5
archimonde,735,paladin,retribution,23,8,15
kazzak,720,paladin,retribution,17,8,9
archimonde,719,paladin,retribution,15,9,6
anubarak,718,paladin,retribution,17,8,9
twilights-hammer,717,paladin,retribution,17,8,9
twisting-nether,714,paladin,retribution,12,9,3
kazzak,703,paladin,retribution,20,8,12
sylvanas,701,paladin,retribution,11,8,3
hyjal,688,paladin,retribution,25,8,17
drakthul,687,paladin,retribution,19,8,11
outland,672,paladin,retribution,12,7,5
rexxar,672,paladin,retribution,12,7,5
anachronos,672,paladin,retribution,12,7,5
frostmane,672,paladin,retribution,12,7,5
nemesis,672,paladin,retribution,12,7,5
ragnaros,672,paladin,retribution,12,7,5
silvermoon,672,paladin,retribution,12,7,5
dun-modr,672,paladin,retribution,12,7,5
soulflayer,672,paladin,retribution,12,7,5
howling-fjord,672,paladin,retribution,12,7,5
twisting-nether,672,paladin,retribution,12,7,5
twisting-nether,672,paladin,retribution,12,7,5
draenor,672,paladin,retribution,12,7,5
blackscar,672,paladin,retribution,12,7,5
bronzebeard,672,paladin,retribution,12,7,5
gordunni,672,paladin,retribution,12,7,5
argent-dawn,672,paladin,retribution,12,7,5
gordunni,672,paladin,retribution,12,7,5
gordunni,672,paladin,retribution,12,7,5
guldan,672,paladin,retribution,12,7,5
blackrock,672,paladin,retribution,12,7,5
ravencrest,672,paladin,retribution,13,7,6
soulflayer,672,paladin,retribution,18,7,11
burning-legion,672,paladin,retribution,18,7,11
draenor,672,paladin,retribution,18,7,11
blackmoore,672,paladin,retribution,18,7,11
blackmoore,672,paladin,retribution,18,7,11
blackmoore,672,paladin,retribution,18,7,11
kirin-tor,672,paladin,retribution,18,7,11
kazzak,672,paladin,retribution,18,7,11
aggramar,672,paladin,retribution,18,7,11
antonidas,672,paladin,retribution,18,7,11
argent-dawn,672,paladin,retribution,18,7,11
tarren-mill,672,paladin,retribution,18,7,11
nemesis,672,paladin,retribution,18,7,11
sanguino,672,paladin,retribution,18,7,11
eredar,672,paladin,retribution,20,7,13
greymane,672,paladin,retribution,23,7,16
argent-dawn,672,paladin,retribution,24,7,17
draenor,672,paladin,retribution,24,7,17
gordunni,672,paladin,retribution,24,7,17
blackrock,671,paladin,retribution,12,7,5
blackmoore,671,paladin,retribution,12,7,5
bronzebeard,671,paladin,retribution,12,7,5
tarren-mill,671,paladin,retribution,12,7,5
deathguard,671,paladin,retribution,12,7,5
gordunni,671,paladin,retribution,12,7,5
draenor,671,paladin,retribution,12,7,5
burning-blade,671,paladin,retribution,12,7,5
stormscale,671,paladin,retribution,12,7,5
nemesis,671,paladin,retribution,18,7,11
argent-dawn,671,paladin,retribution,18,7,11
dun-modr,671,paladin,retribution,18,7,11
sanguino,671,paladin,retribution,18,7,11
hyjal,671,paladin,retribution,18,7,11
tarren-mill,671,paladin,retribution,18,7,11
stormscale,671,paladin,retribution,21,8,13
sanguino,670,paladin,retribution,12,7,5
hyjal,670,paladin,retribution,18,7,11
twisting-nether,669,paladin,retribution,12,7,5
aszune,669,paladin,retribution,12,7,5
malganis,669,paladin,retribution,12,7,5
borean-tundra,669,paladin,retribution,12,7,5
khaz-modan,669,paladin,retribution,12,7,5
defias-brotherhood,669,paladin,retribution,24,7,17
hyjal,667,paladin,retribution,12,7,5
outland,666,paladin,retribution,12,7,5
turalyon,664,paladin,retribution,15,8,7
terokkar,664,paladin,retribution,18,7,11
blackrock,663,paladin,retribution,15,8,7
blackrock,661,paladin,retribution,12,7,5
draenor,660,paladin,retribution,15,8,7
sporeggar,658,paladin,retribution,12,7,5
draenor,638,paladin,retribution,17,7,10
rajaxx,624,paladin,retribution,15,7,8
defias-brotherhood,624,paladin,retribution,21,7,14
argent-dawn,623,paladin,retribution,15,7,8
alleria,623,paladin,retribution,21,7,14
ravencrest,618,paladin,retribution,16,9,7
tichondrius,616,paladin,retribution,15,7,8
tarren-mill,607,paladin,retribution,11,7,4
nemesis,607,paladin,retribution,14,7,7
eredar,576,paladin,retribution,6,6,0
forscherliga,576,paladin,retribution,6,6,0
kazzak,576,paladin,retribution,6,6,0
ravencrest,576,paladin,retribution,12,6,6
stormscale,576,paladin,retribution,12,6,6
ashenvale,576,paladin,retribution,12,6,6
stormscale,576,paladin,retribution,12,6,6
stormscale,576,paladin,retribution,12,6,6
stormscale,576,paladin,retribution,12,6,6
eredar,576,paladin,retribution,12,6,6
howling-fjord,576,paladin,retribution,12,6,6
azjolnerub,576,paladin,retribution,12,6,6
draenor,576,paladin,retribution,12,6,6
archimonde,576,paladin,retribution,12,6,6
archimonde,576,paladin,retribution,12,6,6
deathweaver,576,paladin,retribution,12,6,6
twisting-nether,576,paladin,retribution,12,6,6
twisting-nether,576,paladin,retribution,12,6,6
nemesis,576,paladin,retribution,12,6,6
ravencrest,576,paladin,retribution,12,6,6
blackrock,576,paladin,retribution,12,6,6
blackrock,576,paladin,retribution,12,6,6
gordunni,576,paladin,retribution,12,6,6
borean-tundra,576,paladin,retribution,12,6,6
kazzak,576,paladin,retribution,12,6,6
sylvanas,576,paladin,retribution,12,6,6
sargeras,576,paladin,retribution,12,6,6
argent-dawn,576,paladin,retribution,12,6,6
tarren-mill,576,paladin,retribution,12,6,6
archimonde,576,paladin,retribution,12,6,6
sanguino,576,paladin,retribution,12,6,6
festung-der-stürme,576,paladin,retribution,12,6,6
silvermoon,576,paladin,retribution,12,6,6
silvermoon,576,paladin,retribution,12,6,6
gordunni,576,paladin,retribution,12,6,6
archimonde,576,paladin,retribution,12,6,6
archimonde,576,paladin,retribution,12,6,6
burning-legion,576,paladin,retribution,12,6,6
outland,576,paladin,retribution,14,6,8
the-maelstrom,576,paladin,retribution,18,6,12
outland,576,paladin,retribution,18,6,12
gordunni,576,paladin,retribution,18,6,12
grim-batol,576,paladin,retribution,18,6,12
blackrock,576,paladin,retribution,18,6,12
elune,576,paladin,retribution,18,6,12
silvermoon,576,paladin,retribution,18,6,12
archimonde,576,paladin,retribution,18,6,12
silvermoon,576,paladin,retribution,18,6,12
howling-fjord,576,paladin,retribution,18,6,12
burning-legion,576,paladin,retribution,18,6,12
alakir,576,paladin,retribution,18,6,12
blackscar,576,paladin,retribution,18,6,12
ragnaros,576,paladin,retribution,18,6,12
nagrand,576,paladin,retribution,18,6,12
ravencrest,576,paladin,retribution,18,6,12
howling-fjord,576,paladin,retribution,18,6,12
twisting-nether,576,paladin,retribution,18,6,12
drekthar,576,paladin,retribution,18,6,12
hyjal,576,paladin,retribution,24,6,18
shattered-hand,575,paladin,retribution,6,6,0
hyjal,575,paladin,retribution,6,6,0
blackmoore,575,paladin,retribution,14,7,7
tarren-mill,575,paladin,retribution,12,6,6
illidan,575,paladin,retribution,12,6,6
rashgarroth,575,paladin,retribution,12,6,6
twisting-nether,575,paladin,retribution,12,6,6
dun-modr,575,paladin,retribution,12,6,6
howling-fjord,575,paladin,retribution,12,6,6
ragnaros,575,paladin,retribution,12,6,6
stormscale,575,paladin,retribution,12,6,6
archimonde,575,paladin,retribution,12,6,6
ragnaros,575,paladin,retribution,12,6,6
draenor,575,paladin,retribution,12,6,6
shattrath,575,paladin,retribution,12,6,6
dragonmaw,575,paladin,retribution,12,6,6
blackrock,575,paladin,retribution,12,6,6
twisting-nether,575,paladin,retribution,12,6,6
howling-fjord,575,paladin,retribution,18,6,12
zuluhed,574,paladin,retribution,13,8,5
magtheridon,574,paladin,retribution,12,6,6
draenor,574,paladin,retribution,18,6,12
azuremyst,573,paladin,retribution,12,6,6
earthen-ring,572,paladin,retribution,16,8,8
destromath,572,paladin,retribution,12,6,6
outland,571,paladin,retribution,18,6,12
ravencrest,571,paladin,retribution,18,6,12
twisting-nether,559,paladin,retribution,23,6,17
silvermoon,558,paladin,retribution,9,8,1
howling-fjord,558,paladin,retribution,11,7,4
ysondre,543,paladin,retribution,17,6,11
archimonde,542,paladin,retribution,23,6,17
ambossar,511,paladin,retribution,14,6,8
silvermoon,480,paladin,retribution,6,5,1
ravencrest,480,paladin,retribution,6,5,1
silvermoon,480,paladin,retribution,6,5,1
ravencrest,480,paladin,retribution,6,5,1
ragnaros,480,paladin,retribution,6,5,1
twisting-nether,480,paladin,retribution,6,5,1
arathor,480,paladin,retribution,6,5,1
antonidas,480,paladin,retribution,6,5,1
azshara,480,paladin,retribution,6,5,1
archimonde,480,paladin,retribution,6,5,1
blackrock,480,paladin,retribution,6,5,1
ravencrest,480,paladin,retribution,6,5,1
outland,480,paladin,retribution,6,5,1
ravencrest,480,paladin,retribution,6,5,1
thrall,480,paladin,retribution,6,5,1
argent-dawn,480,paladin,retribution,6,5,1
norgannon,480,paladin,retribution,6,5,1
stormscale,480,paladin,retribution,6,5,1
turalyon,480,paladin,retribution,6,5,1
ragnaros,480,paladin,retribution,12,5,7
frostwolf,480,paladin,retribution,12,5,7
ravencrest,480,paladin,retribution,12,5,7
howling-fjord,480,paladin,retribution,12,5,7
silvermoon,480,paladin,retribution,12,5,7
tarren-mill,480,paladin,retribution,12,5,7
silvermoon,480,paladin,retribution,12,5,7
borean-tundra,480,paladin,retribution,12,5,7
kazzak,480,paladin,retribution,12,5,7
ravencrest,480,paladin,retribution,12,5,7
aegwynn,480,paladin,retribution,12,5,7
stormscale,480,paladin,retribution,12,5,7
tarren-mill,480,paladin,retribution,12,5,7
dun-modr,480,paladin,retribution,12,5,7
silvermoon,480,paladin,retribution,12,5,7
outland,480,paladin,retribution,12,5,7
kazzak,480,paladin,retribution,12,5,7
ravencrest,480,paladin,retribution,12,5,7
blackhand,480,paladin,retribution,12,5,7
ravencrest,480,paladin,retribution,12,5,7
ravencrest,480,paladin,retribution,12,5,7
nemesis,480,paladin,retribution,12,5,7
outland,480,paladin,retribution,12,5,7
ravencrest,480,paladin,retribution,12,5,7
eredar,480,paladin,retribution,12,5,7
burning-legion,480,paladin,retribution,12,5,7
razuvious,480,paladin,retribution,12,5,7
blackrock,480,paladin,retribution,12,5,7
draenor,480,paladin,retribution,12,5,7
quelthalas,480,paladin,retribution,12,5,7
deepholm,480,paladin,retribution,12,5,7
blackrock,480,paladin,retribution,12,5,7
outland,480,paladin,retribution,12,5,7
archimonde,480,paladin,retribution,12,5,7
ysondre,480,paladin,retribution,12,5,7
sanguino,480,paladin,retribution,12,5,7
ysondre,480,paladin,retribution,12,5,7
hyjal,480,paladin,retribution,12,5,7
die-ewige-wacht,480,paladin,retribution,12,5,7
burning-legion,480,paladin,retribution,12,5,7
grim-batol,480,paladin,retribution,12,5,7
blackmoore,480,paladin,retribution,12,5,7
twisting-nether,480,paladin,retribution,12,5,7
ysondre,480,paladin,retribution,12,5,7
hyjal,480,paladin,retribution,12,5,7
sargeras,480,paladin,retribution,12,5,7
archimonde,480,paladin,retribution,12,5,7
blackscar,480,paladin,retribution,18,5,13
perenolde,480,paladin,retribution,18,5,13
frostwolf,480,paladin,retribution,18,5,13
tarren-mill,480,paladin,retribution,18,5,13
rexxar,480,paladin,retribution,18,5,13
arathor,480,paladin,retribution,18,5,13
rexxar,480,paladin,retribution,18,5,13
ravencrest,480,paladin,retribution,24,5,19
stormscale,480,paladin,retribution,24,5,19
ysondre,479,paladin,retribution,6,5,1
blackmoore,479,paladin,retribution,6,5,1
sanguino,479,paladin,retribution,12,5,7
tarren-mill,479,paladin,retribution,12,5,7
greymane,479,paladin,retribution,12,5,7
gordunni,479,paladin,retribution,12,5,7
burning-legion,479,paladin,retribution,12,5,7
howling-fjord,479,paladin,retribution,12,5,7
blackhand,479,paladin,retribution,12,5,7
stormrage,479,paladin,retribution,12,5,7
draenor,479,paladin,retribution,12,5,7
twisting-nether,478,paladin,retribution,12,5,7
drakthul,478,paladin,retribution,12,5,7
tarren-mill,478,paladin,retribution,17,6,11
soulflayer,478,paladin,retribution,18,5,13
malorne,477,paladin,retribution,18,5,13
alleria,476,paladin,retribution,12,5,7
kazzak,476,paladin,retribution,18,5,13
borean-tundra,472,paladin,retribution,12,5,7
greymane,448,paladin,retribution,16,5,11
khazgoroth,447,paladin,retribution,11,5,6
howling-fjord,447,paladin,retribution,11,5,6
frostmane,446,paladin,retribution,12,6,6
blackrock,432,paladin,retribution,9,5,4
tarren-mill,431,paladin,retribution,11,5,6
dalaran,429,paladin,retribution,27,5,22
frostwhisper,416,paladin,retribution,16,5,11
argent-dawn,416,paladin,retribution,16,5,11
thermaplugg,415,paladin,retribution,8,5,3
tarren-mill,400,paladin,retribution,7,5,2
archimonde,388,paladin,retribution,14,7,7
marécage-de-zangar,384,paladin,retribution,6,4,2
tarren-mill,384,paladin,retribution,6,4,2
howling-fjord,384,paladin,retribution,6,4,2
ravencrest,384,paladin,retribution,6,4,2
twisting-nether,384,paladin,retribution,6,4,2
gordunni,384,paladin,retribution,6,4,2
frostwolf,384,paladin,retribution,6,4,2
sargeras,384,paladin,retribution,6,4,2
lightbringer,384,paladin,retribution,6,4,2
howling-fjord,384,paladin,retribution,6,4,2
sylvanas,384,paladin,retribution,6,4,2
lothar,384,paladin,retribution,6,4,2
trollbane,384,paladin,retribution,6,4,2
colinas-pardas,384,paladin,retribution,6,4,2
gordunni,384,paladin,retribution,6,4,2
kazzak,384,paladin,retribution,6,4,2
sylvanas,384,paladin,retribution,6,4,2
aszune,384,paladin,retribution,6,4,2
nazjatar,384,paladin,retribution,6,4,2
gordunni,384,paladin,retribution,6,4,2
ysondre,384,paladin,retribution,6,4,2
aggra-português,384,paladin,retribution,6,4,2
ashenvale,384,paladin,retribution,6,4,2
archimonde,384,paladin,retribution,6,4,2
ragnaros,384,paladin,retribution,6,4,2
blackmoore,384,paladin,retribution,6,4,2
twisting-nether,384,paladin,retribution,6,4,2
bloodhoof,384,paladin,retribution,6,4,2
sanguino,384,paladin,retribution,6,4,2
sanguino,384,paladin,retribution,6,4,2
kazzak,384,paladin,retribution,6,4,2
archimonde,384,paladin,retribution,6,4,2
ravencrest,384,paladin,retribution,6,4,2
blackscar,384,paladin,retribution,6,4,2
khaz-modan,384,paladin,retribution,6,4,2
zuljin,384,paladin,retribution,6,4,2
draenor,384,paladin,retribution,6,4,2
argent-dawn,384,paladin,retribution,6,4,2
silvermoon,384,paladin,retribution,6,4,2
eredar,384,paladin,retribution,6,4,2
blackrock,384,paladin,retribution,6,4,2
archimonde,384,paladin,retribution,6,4,2
stormscale,384,paladin,retribution,6,4,2
frostmane,384,paladin,retribution,6,4,2
blackmoore,384,paladin,retribution,6,4,2
stormscale,384,paladin,retribution,6,4,2
archimonde,384,paladin,retribution,6,4,2
howling-fjord,384,paladin,retribution,6,4,2
ravencrest,384,paladin,retribution,6,4,2
zuljin,384,paladin,retribution,6,4,2
blackhand,384,paladin,retribution,6,4,2
ravencrest,384,paladin,retribution,6,4,2
stormscale,384,paladin,retribution,6,4,2
sylvanas,384,paladin,retribution,6,4,2
frostmane,384,paladin,retribution,6,4,2
ysondre,384,paladin,retribution,6,4,2
zuljin,384,paladin,retribution,6,4,2
sanguino,384,paladin,retribution,6,4,2
pozzo-delleternità,384,paladin,retribution,6,4,2
draenor,384,paladin,retribution,6,4,2
dun-modr,384,paladin,retribution,6,4,2
dun-modr,384,paladin,retribution,6,4,2
blackmoore,384,paladin,retribution,6,4,2
antonidas,384,paladin,retribution,6,4,2
dun-modr,384,paladin,retribution,6,4,2
dun-modr,384,paladin,retribution,6,4,2
stormscale,384,paladin,retribution,7,4,3
dun-modr,384,paladin,retribution,8,4,4
blackscar,384,paladin,retribution,11,4,7
azjolnerub,384,paladin,retribution,15,5,10
tarren-mill,384,paladin,retribution,12,4,8
dun-modr,384,paladin,retribution,12,4,8
argent-dawn,384,paladin,retribution,12,4,8
argent-dawn,384,paladin,retribution,12,4,8
gordunni,384,paladin,retribution,12,4,8
nemesis,384,paladin,retribution,12,4,8
soulflayer,384,paladin,retribution,12,4,8
emerald-dream,384,paladin,retribution,12,4,8
burning-legion,384,paladin,retribution,12,4,8
gordunni,384,paladin,retribution,12,4,8
argent-dawn,384,paladin,retribution,12,4,8
antonidas,384,paladin,retribution,12,4,8
borean-tundra,384,paladin,retribution,12,4,8
tarren-mill,384,paladin,retribution,12,4,8
alakir,384,paladin,retribution,12,4,8
ravencrest,384,paladin,retribution,12,4,8
stormscale,384,paladin,retribution,12,4,8
stormscale,384,paladin,retribution,12,4,8
gordunni,384,paladin,retribution,12,4,8
blackscar,384,paladin,retribution,12,4,8
draenor,384,paladin,retribution,12,4,8
argent-dawn,384,paladin,retribution,12,4,8
dun-modr,384,paladin,retribution,12,4,8
sylvanas,384,paladin,retribution,12,4,8
ragnaros,384,paladin,retribution,12,4,8
silvermoon,384,paladin,retribution,12,4,8
outland,384,paladin,retribution,12,4,8
outland,384,paladin,retribution,12,4,8
howling-fjord,384,paladin,retribution,12,4,8
kilrogg,384,paladin,retribution,12,4,8
dun-modr,384,paladin,retribution,12,4,8
twisting-nether,384,paladin,retribution,12,4,8
blackmoore,384,paladin,retribution,12,4,8
blackrock,384,paladin,retribution,12,4,8
twisting-nether,384,paladin,retribution,12,4,8
sylvanas,384,paladin,retribution,12,4,8
aegwynn,384,paladin,retribution,12,4,8
twisting-nether,384,paladin,retribution,12,4,8
trollbane,384,paladin,retribution,12,4,8
ragnaros,384,paladin,retribution,12,4,8
ragnaros,384,paladin,retribution,16,5,11
twisting-nether,384,paladin,retribution,18,4,14
argent-dawn,384,paladin,retribution,18,4,14
kazzak,384,paladin,retribution,18,4,14
antonidas,384,paladin,retribution,18,4,14
draenor,384,paladin,retribution,18,4,14
bronzebeard,384,paladin,retribution,18,4,14
sanguino,384,paladin,retribution,18,4,14
twisting-nether,384,paladin,retribution,18,4,14
tarren-mill,384,paladin,retribution,18,4,14
deathguard,384,paladin,retribution,18,4,14
antonidas,384,paladin,retribution,24,4,20
blackrock,383,paladin,retribution,6,4,2
soulflayer,383,paladin,retribution,6,4,2
blackrock,383,paladin,retribution,6,4,2
aegwynn,383,paladin,retribution,6,4,2
garrosh,383,paladin,retribution,6,4,2
frostwhisper,383,paladin,retribution,6,4,2
silvermoon,383,paladin,retribution,6,4,2
silvermoon,383,paladin,retribution,12,4,8
thrall,383,paladin,retribution,16,4,12
ravencrest,382,paladin,retribution,6,4,2
auchindoun,382,paladin,retribution,7,4,3
die-todeskrallen,382,paladin,retribution,12,4,8
archimonde,376,paladin,retribution,20,7,13
ragnaros,351,paladin,retribution,11,4,7
ravencrest,351,paladin,retribution,11,4,7
archimonde,351,paladin,retribution,11,4,7
doomhammer,336,paladin,retribution,9,4,5
blackrock,330,paladin,retribution,8,5,3
tarren-mill,330,paladin,retribution,13,6,7
soulflayer,330,paladin,retribution,16,6,10
archimonde,330,paladin,retribution,15,5,10
archimonde,320,paladin,retribution,10,4,6
bronze-dragonflight,319,paladin,retribution,5,4,1
sylvanas,319,paladin,retribution,5,4,1
blackrock,319,paladin,retribution,8,4,4
arathor,304,paladin,retribution,10,5,5
gordunni,288,paladin,retribution,6,3,3
stormscale,288,paladin,retribution,6,3,3
defias-brotherhood,288,paladin,retribution,6,3,3
blackmoore,288,paladin,retribution,6,3,3
blackmoore,288,paladin,retribution,6,3,3
shattered-hand,288,paladin,retribution,6,3,3
stormscale,288,paladin,retribution,6,3,3
blackmoore,288,paladin,retribution,6,3,3
kirin-tor,288,paladin,retribution,6,3,3
archimonde,288,paladin,retribution,6,3,3
gordunni,288,paladin,retribution,6,3,3
draenor,288,paladin,retribution,6,3,3
blackrock,288,paladin,retribution,6,3,3
blackrock,288,paladin,retribution,6,3,3
antonidas,288,paladin,retribution,6,3,3
khaz-modan,288,paladin,retribution,6,3,3
turalyon,288,paladin,retribution,6,3,3
tyrande,288,paladin,retribution,6,3,3
silvermoon,288,paladin,retribution,6,3,3
malganis,288,paladin,retribution,6,3,3
draenor,288,paladin,retribution,6,3,3
khaz-modan,288,paladin,retribution,6,3,3
archimonde,288,paladin,retribution,6,3,3
khaz-modan,288,paladin,retribution,6,3,3
kazzak,288,paladin,retribution,6,3,3
ravencrest,288,paladin,retribution,6,3,3
soulflayer,288,paladin,retribution,6,3,3
soulflayer,288,paladin,retribution,6,3,3
sanguino,288,paladin,retribution,6,3,3
ravencrest,288,paladin,retribution,6,3,3
eitrigg,288,paladin,retribution,6,3,3
draenor,288,paladin,retribution,6,3,3
antonidas,288,paladin,retribution,6,3,3
uldaman,288,paladin,retribution,6,3,3
ravencrest,288,paladin,retribution,6,3,3
theradras,288,paladin,retribution,6,3,3
blackscar,288,paladin,retribution,6,3,3
twisting-nether,288,paladin,retribution,6,3,3
archimonde,288,paladin,retribution,6,3,3
sargeras,288,paladin,retribution,6,3,3
ysondre,288,paladin,retribution,6,3,3
drakthul,288,paladin,retribution,6,3,3
argent-dawn,288,paladin,retribution,6,3,3
gordunni,288,paladin,retribution,6,3,3
ysondre,288,paladin,retribution,6,3,3
kazzak,288,paladin,retribution,6,3,3
gordunni,288,paladin,retribution,6,3,3
hyjal,288,paladin,retribution,6,3,3
die-todeskrallen,288,paladin,retribution,6,3,3
argent-dawn,288,paladin,retribution,6,3,3
antonidas,288,paladin,retribution,6,3,3
ravencrest,288,paladin,retribution,6,3,3
argent-dawn,288,paladin,retribution,6,3,3
hyjal,288,paladin,retribution,6,3,3
argent-dawn,288,paladin,retribution,6,3,3
ysondre,288,paladin,retribution,6,3,3
ravencrest,288,paladin,retribution,6,3,3
kazzak,288,paladin,retribution,6,3,3
twisting-nether,288,paladin,retribution,6,3,3
sylvanas,288,paladin,retribution,6,3,3
the-maelstrom,288,paladin,retribution,6,3,3
steamwheedle-cartel,288,paladin,retribution,6,3,3
soulflayer,288,paladin,retribution,6,3,3
argent-dawn,288,paladin,retribution,6,3,3
argent-dawn,288,paladin,retribution,6,3,3
draenor,288,paladin,retribution,6,3,3
dun-modr,288,paladin,retribution,6,3,3
kazzak,288,paladin,retribution,6,3,3
sanguino,288,paladin,retribution,6,3,3
blackrock,288,paladin,retribution,6,3,3
ysera,288,paladin,retribution,6,3,3
gordunni,288,paladin,retribution,6,3,3
bronzebeard,288,paladin,retribution,6,3,3
kazzak,288,paladin,retribution,6,3,3
howling-fjord,288,paladin,retribution,6,3,3
arathor,288,paladin,retribution,6,3,3
